Puzzle	Elapsed Minutes	Estimated Minutes	Standard Deviation	Difficulty	Improper
...1.6....38..465..........6.34.89.2..2...4....49....7........1..17.983....8.3...	5.14	306.70	97.06	0	0
..5...6..9.....2.4.6...5.1..56...3.....3.41...4.7...6...3..84...2.....3.1.......9	5.48	352.85	85.60	1	1
.38.4....1.....34..9...1......795.8..5....2......1...7.1....7354..62.8.........2.	10.42	282.14	73.47	0	0
....19....9.6..1...36.5..282.....8....72.......3....4272..8.35...8..3.9....79....	11.27	787.29	388.98	1	0
.1..8..4.8.3...5.1..5.1.3..7.46.51.3....4....3.19.84.2..9.6.2..5.7...8.9.3..5..1.	4.08	157.49	24.59	0	0
..48.2......3..7..2...6..3.412..6.....9.81...5..74.....2.....719.1...5.8......26.	16.20	1124.40	605.47	1	0
.4..8..6.15...74..........7.6..4.32....96......2.....521..3......5...83...8..1...	14.56	786.03	453.34	1	0
..5...2.......93...867..5.9.4..1.........6.....1.2..7.7....3986...9.....5.......3	7.52	261.23	42.89	0	0
8.2.3.1.....7.6...6....4..8.7.....924.....3.5.91...4..7...4.......5.......321....	6.91	234.44	53.31	0	0
.5.2.9.1..42.1.67..........8.......779...4.53...9.6...5..7.3..8..........7.....4.	13.18	768.34	372.56	1	0
.5.2....12...63.8....84.5..1.3.......74.......2....1.6..7..2.1..9...53..4....7...	9.93	615.18	216.78	1	0
6.........8..4.....7..12..51..9....49.5.3....4..6..27.........6..6..3.8.......12.	6.76	275.49	73.50	0	0
..8.........8.1.4..7.2..5...541.3..............35...2..217.948..3.4...5...5...1..	5.52	259.66	40.75	0	0
14.....83...4.1......7.9......5.....5..3.2..7.1....26..........2..1.5..48.7...6.2	7.81	238.16	58.19	0	0
.........93.....76.67...52.5.......8...1......7.3.6....2.....3...86.29...4.7.9.5.	10.87	441.29	80.82	1	0
2...1.3......3.946..7..5..1.......6.75..9...3..9..27..5....8....4.6.......3.....7	22.23	558.06	158.22	1	0
.1.6..48.6.......3...3..19...5.....9...4.7...4...9.7...31......5.......2.4..82.5.	15.93	783.82	317.08	1	0
49......6.8....3.....94......78.......56.4.91.6..9...5.......54....2.8..7...859..	12.41	683.49	164.38	1	0
67.2.3.8.....6.5..3.....4........2....283...1..75....4.....26...6.3.7..55.8.9....	5.70	344.99	77.96	1	0
39...........4.69.7.5..9....87..596....4.8....436..82....2..4.8.58.1...........79	4.44	117.35	12.63	0	0
..1...2......5..6..2...1.4..3.4.8.....9...7.1.....7.5..7.6.3....4..2..1...3...6..	6.21	386.99	225.56	0	0
4..8.76.3.....9....612.......34....91.......5....9.8..9..6.24....27.....5.......7	13.68	625.34	406.57	1	0
..6..794.5.7...........3.753..5...........8.....3.1..469.24............8.438..2..	7.20	283.97	53.88	0	0
...2.........36...8.....74.....6.......3.98...37....5..45.973.8.6......7..8..15..	11.94	740.35	430.58	1	0
..3...9.7...74..1.8....3....6........9...48.6..5.87..12...5..74.3......9....761..	32.03	1970.36	1299.50	1	0
...2...1.9.....6..5....783......49..3....6...8..75..6...59......8.1....5..3..2.7.	11.24	448.48	109.01	1	0
.43.1.....6..524..5.7...2....5..6...4.......9...9..3....4...9.2..948.63.....2..7.	14.35	629.08	347.00	1	0
.8..1324.......19.........8.....6.3.9.......57..3...1.87......262.8.7.....3.9....	12.04	418.21	185.53	1	1
72.8....9..95....4.......5......4.616.......7.8.6.9....1.......2....84..3...71..5	8.77	297.14	38.32	0	0
3....7...17...8.5..4.5.............2...96...4..2.3..8...5...4....7.2..1.69...5...	8.86	190.28	23.45	0	1
.9.......2..8.6.4.7.6...2......6.....2.7..3.187.5.2..........2.5.9.8.......31.5..	11.94	548.68	191.75	1	1
.....34..2.3.....67.51..32.9..5.4..............69.7..1.71..52.93.....5....23...6.	7.77	344.20	142.20	1	0
...571.....68..4.1.8....3..9.514............7.....9..3.......8..92......3....21.6	14.69	728.54	507.03	1	0
8.34.69.2.6...............7.8..1..9...257.3..3.......6.5.....8.........3..72.84..	6.14	264.78	87.29	0	0
...........4.1..581...5..6.96.1............96.3.2.....49...3......6...87..5.9....	7.80	309.33	55.02	0	0
8...7..35.....5.4.5.......9..2.1..8..3......7..93......1..8792...6.5.........47..	8.84	672.11	277.94	1	0
2....7.8......92...1.4.....7.....4...4.8.1.2...9.....6.....4.7...51......9.23..65	21.46	1012.06	281.61	1	0
...7.8.....6.4....2..6.5..8.12...5..6.......973.....46.........8..4.9..3.2.8.3.1.	71.47	3130.45	1371.96	1	0
...43......9.7.4...8...9.6...1.2...442...7.967...6...2.7.8.......8.9.1.....2.3...	5.77	142.44	17.42	0	0
.......15.2...6.3.3..4........8..72.2...7.169..1..4.5.1.4.5.8...5.9......3...8...	12.05	579.20	327.28	1	0
......1......4...2196.7..4..8...15......8......76..92..5..2.8143..........2....9.	7.26	270.82	67.25	0	0
4.7...85...8...9..93......151.8.4...3....91.....2........64.2.88.......4.....173.	22.13	1006.90	358.35	1	0
.984.52....4...9......8.....3.....8.............617..91..5.3..2.73.4..5.5.......6	21.03	812.05	318.12	1	0
.7.2.3.6...8...9..3.......15.......6.36...47..91...23..2.796........4.......1....	8.95	311.27	48.94	0	1
..75....2.569......2......3..9..43......238....5.8....4....5..67.3.....1.....6.8.	7.45	315.74	203.81	1	1
...7.6.5........29..91....7.8....675.7..5......6..82..13...........65.8.4....1...	3.02	116.37	13.06	0	0
1............9.6.89..35...7.6....5..3.7..2..4..5....8.7...86..26.3.2............5	8.15	340.42	67.58	1	0
....5..6...........6..3...2.......2....1.24....3.6.5..5..7.4...8.2...1.7..7...3.8	6.89	227.89	47.92	0	0
.2.....3.6..5.2..8..3.1..5....9.58.............43......52.9..1.3..7.....91.....64	12.88	348.47	165.11	0	0
..7.3....8.62..3.4......6...1...2.7...........5.4...1...8......4.35.7..6..1.9....	4.14	276.56	38.47	0	0
73......6...8.1..7..5.9.1...2..1..8...8..49...1.....3...9.6.......9.8...3......7.	7.02	481.61	106.94	1	0
45...1..3..7....46....4....7...2..6...8..31...9......8....9....87.....9.3..6...21	19.56	1846.05	1015.08	1	0
..3.5..4.9...43...5....1..8.65......41.....76......92....2....9...18...4.26......	9.49	454.79	209.62	1	0
....5...7.41.6....8.94.......6..8.9.....958.......15...2...4..3.9.....657.....4..	11.58	446.86	145.27	1	0
.1..4...6...2.6..3..3......23....78.1.........98....62..5..81..4..5.3......9...27	19.25	531.38	167.07	1	0
..15.........4......5..93.25..2.8..3.......6.4....32.86.81..59...3.6.........51..	5.03	176.38	47.79	0	1
7...5.3.6............2.9......432....4.8.7............3..5...82.67...15.2.9.....3	9.21	325.33	54.98	0	1
.....9...1.7.2.......1..9.8.3..58..7841..6.....5.3..9.218...3..3.9....157........	5.88	165.37	31.48	0	0
..73.4...8...6...4......1........27.9..8.6....53...48...5.7.9......1...5..9...7..	6.87	379.98	57.08	0	1
78...46.5...235...........1......2...3.....6...17....92.....9.....513...5.3....7.	2.98	232.48	30.74	0	0
7.3...2..89.....47....49...5....6..2.29...56.6..9....3...26....91.....75..7...4.8	5.02	153.48	20.22	0	0
7..4..3......15........6.8.96...1........8.1..235....92.....4....7.8.........71..	12.47	494.03	111.30	1	0
..95..2....8.1.3..31..78...6.........75.............92453.....99....1..5.....3.6.	4.45	173.61	30.33	0	0
.4.....1.1..6.3.......4..5.7.......943......8.8.4.......9...1...1.3.6.2.2..1.7..6	17.71	695.87	262.16	1	0
.6..7..2.5.....1....83...6...7.4....85.6...1.......35..7...16..3.4.9........8....	20.29	1491.38	857.62	1	0
......4....54.7..24.23...6....7.3....3......1..4..138.12..........9...267.9.5....	27.89	1372.85	643.16	1	0
.2..1......1..57.35437..12...53..................586........2..49.....7.7..9.2.36	9.60	376.45	103.28	1	0
..13.94.....1.2.7..4...8.5..642.159...2.6.3.....4.7.....6...24..8.....1..........	5.29	298.32	89.32	0	0
.7...........42..11.8...7...8...6..5.6.....2.3..5.9.8...4.....37..28......9..4.5.	7.85	440.39	75.98	0	1
...65.2...81....5.3........8.....74..5.946.....9......2..17..........6.8.....49..	13.85	355.12	91.88	0	0
...93...717.....35.......2....6..21.6.......3..7..8.....5......31...2.492...54...	8.38	310.72	177.82	0	0
.8...........5..285.16..3....4.8..1.75.1.9.6..9..6.8....6..4..782..9...........8.	5.12	294.82	61.24	0	0
.3....84..65.....11......6781..2......2..7....591........48..1......1.35.....59..	5.33	294.13	64.96	0	1
.985.........32......6.8...74.26.19........4...1..3..59......231.4...9....7.8..1.	6.66	203.73	29.39	0	0
...21.......5.861...3......31.....49..6......5..723.....4...8.2...69....2..4..5..	12.62	343.06	114.69	1	0
2.........64.......8129..4.9....54..6.37....5.....3.....68.....75...6......5.172.	13.09	363.05	124.56	1	1
1..485.......3......9...4.72.4...9.8...5.8.....7.....19.2...1......9.......613..4	7.70	274.42	39.02	1	0
.1....9.66...8...14...2....58..3.......95.....3....89.....61..8.7..........3...64	6.32	444.33	106.78	1	0
....8..4.8.1...67...475......72...9...6.......9...52......379...6....7.4.53.9....	4.78	237.72	44.65	0	1
.19..7...8.....5....7.23...9.36...7..4...........9.82..3.7.86...6..4..5.2........	6.34	166.86	20.41	0	0
..97.........59...8..1.6...1.2.3...6...5..7...48..........68.4..3....1.7...2...5.	8.93	265.31	71.94	0	0
.....923.7..36.....8.........2...97...62.51...4...1..8......48.....92..6.1.......	10.74	404.68	328.29	0	0
1....4.7...91...6...63....4......7.1..3.2.9..8.2......6....78.......125..3.8.....	19.30	1228.64	510.06	1	0
.89.3....2.....1..4.16...5...6..5..88.....261...2......7..8...9..5.9........1.4..	4.75	194.03	32.12	0	0
..1.4...7..2...58.53.8..6....34....61....3.......571...65..1.4.......2..8..2.....	17.25	801.00	368.24	1	0
2..64.3..89.........3......4..9..73....32...1.....7.8.38....5....61..97..7......6	32.88	1440.96	1154.91	1	0
..8....7...1.6..8997......6........1.....3...7...9.6.4.....5...84........127.83..	7.95	442.99	75.36	0	0
.4..93..6.....6..3..8.7...5574.31....6..4.......7......9..6...7...5..8.........6.	6.22	307.60	64.53	0	0
...5.4....473.295.5...7...636.....79.9.....2.27.....646...8...3.136.984....1.3...	3.48	133.00	20.37	0	0
....7....5..2.4..1.7.193.4.7.4...5.9.8.....1.3.2...6.4.6.912.5.9..3.6..7....8....	4.07	122.98	17.97	0	0
.......5.2.13..4...6.1..32.....4.79....2......38.5.........8.7...3..45.91.......8	12.53	710.15	338.59	1	0
...36..8.2.51.7.....7.2........52........3625.9....3..7.8.....6....76..8..4.....3	6.55	196.56	63.98	0	0
8..3..5.4.........9.1..........3.9.7.1.5...6.6.2........6..84.3....4......5..1..8	13.85	823.98	346.30	1	0
.4..5..2.1..7..3.6.8.3..7........18.4.......3.91........9..6.5.7.8..2.......9..7.	7.42	299.16	50.20	1	0
..8.3...........2734..56....8...5.4...3...2.....48..1........7115..........24.9..	7.68	368.96	90.48	1	0
..8.1...5.....7...4...3..........7.33.1..68...7..4.91.2.358...1.....2...5..7..4..	8.51	671.95	202.16	1	0
......354..9......3..546...7682..........7......9..8.3...3254..........7941...5..	11.06	555.63	264.54	1	0
7...39.2....51.8.4.2......3..46......3......18.2....3.19......7..78.........9.1..	5.26	248.58	47.46	0	1
.736.9.......8..3........9..2.....73..1...9..54.1...8..6........9..5......87934..	7.12	186.77	35.56	0	0
8..4...122...7.6...1...3.....7.....1.3.....8.9..5.27.....9.......1.3...565...7..9	9.58	450.48	197.84	1	0
..93...4.4......8...86...17.4...8.9..7........52..31...9..6...5......8..3...12...	5.80	368.14	118.68	0	0
..4.5....382...........1.471...7..5..3....4.8.5..9.6......4......1..9.8.97.5..3..	17.22	312.28	115.26	0	0
...7....3.9.8...7...1.5.........9.61..53.47...8.6.7.....3...2..56.....9......2...	7.02	704.52	302.60	1	0
.8..4...3..9...46.....2..8..7.9..5..3.......7..6..2.1..2..1.....67...14.8...7..3.	16.12	669.04	279.21	1	0
.....21...7.....9.....59.86.3......88..3.5..79......6.3...7...5.9..1..2...75.....	8.46	391.56	123.92	1	1
.2.....7.4..7.691......3....3..5....78.36.2.1.....1..7.......2.5.46..79...9.....3	5.51	251.78	40.64	1	0
..25.......5.7..43.1..49.5.9..1.3....26.5......34...1.........6..9..7..4.6....38.	8.67	735.21	258.08	1	0
531..7.....9.......8.4...3....2.5..3.....1...7...4.28...3....79........5.4.73..6.	19.93	885.94	264.15	1	0
..748.....2...1.6......2..7.96.....28.1...4.62.....19.3..51.....5.3...8.....673..	30.33	1342.85	483.27	1	0
3..2.8..5.2..5..9..5.9.4.7...3...4....18.35...8.....6...5...6.....492...91.....84	4.97	172.01	25.06	0	0
1..2....6...4.792...3..8..4.97.84...8159...4............4....517..12.........5...	6.05	215.83	56.69	0	0
6.8.....1...2.8...........7...1.6.5..4.......5.9.2.8.347......83..5.7.6...2......	5.68	275.02	47.15	0	0
.5.3.2.76...1.4....2.....9..6.945.8...5...2.........4...84.79..6..........1.6.8..	8.37	549.87	241.94	1	0
15.7.2.43..6...91..................1.4.816.5....4.5...98.1...75...5.3...3........	4.35	258.87	86.48	0	0
......43...6.2.5..24.5...8......83...3.....9...9..72...8.1.4..5..7.6.8...65......	21.34	1099.39	474.48	1	0
.....1...6...7.1....46...3.8...6...54..8...6..5...321...52...4..6.1..3..3...5...1	8.95	392.11	106.67	1	0
..5..63...36....9.........1....5..7..48...........712.2..4...6.183.9..5.......8..	4.98	216.40	40.68	0	0
...32...1.6.....9....4..86.1.6...75..34.7.....5....1..81...9.......54.2.9...6....	3.54	158.44	22.76	0	0
.........49..7..63..2...4.....5.6....46.3.1.....7816....5...3...2.....7.8..3.2..9	19.66	298.13	66.22	0	0
..4.2......2...3..7...85..26...9.....714.28......6...33..1....6..9....1.....4.2..	4.35	291.82	65.80	1	1
.21.....4.9..6.......8....9....1.45...3..6.....4.8....2.9..3...6...5..7.3.....92.	7.49	242.86	32.67	0	1
43.5.2.9............56.31...1.....3...2.5.7.....7.9.5...69.7.............8.2.6.14	4.43	163.52	24.62	0	0
....86....57...618...97...2..5.6..9.7.......4.2..5.8..2...97...361...92....32....	7.64	353.78	130.23	1	0
....1...5..24..7...9.287.1...........23.7..5..4.1.9.3...5...8.....6.8...7...2...9	39.45	1003.96	584.48	1	0
..17...2.3...9....5.8..36....5.....8.2.....1.6.....4.....1....9....6.8...43..25..	37.25	1568.68	789.07	1	0
....8....5....3..4.6.....1.1.79....8.....7...28.....31..1...9....8275.........5..	10.41	424.39	82.22	1	0
7.5...6.........7921.3.....83.......6.1.7.2.........15.....3.26167..8.........8..	5.21	304.53	46.14	1	1
7.2....5.......9...6.3...47..4.8.69....1......35.2.1..4....2.7...8......21....5.8	3.80	166.02	28.94	0	0
...46..2.....3..1...52....4..815..39.........43...75.89.....3...2...........78...	10.25	414.49	81.81	1	0
.4.9.....9..6...7..5.81.3....7...5..39.....18..8.......35.84........3..62......5.	12.40	1001.83	338.76	1	0
.53.4.8..8.......71.......6.8.....1.3..4.2..5...8.5..2.3...8.6...2.......6.9.7.3.	8.59	229.12	26.86	0	0
.5......1.....3...4...2...5..2.7.1...7......6..34...9.5....4.8...7.6.....1...26..	15.57	819.49	286.67	1	1
2...5..6........975..3....4.3.8....5.94........57..8...61.8.9......15...4....71..	7.20	225.16	31.73	0	0
...85.2...2.1.7.3.9....6....42.....87.......61.....54....7....4.9.2.1.7...3.9....	51.56	1249.74	489.78	1	1
..2.......1..5..3....6..8.7...9.32...54...9....9..6...7.8.15..9.3..8..2...1...7..	11.16	257.14	120.91	0	0
5..9.6..7.4.1.2.8...98.35..4.3...7.1.9..3..5...7...4.............42976..6.......2	5.98	228.60	57.02	0	1
7....8..6.5......1.8.7..2.3..1.35....28..........6..8..9.......43......2..5.1.34.	8.73	404.60	96.61	1	0
296....3.3.......51....6.7.....9..1....3.89.7..9.2.4......12...5.19....3.6..7....	14.85	229.12	31.15	0	0
.6.84.35.9............1.8..1.......37.5....2....9.3.4.4.2...6.9....38......4..1..	6.02	194.46	32.84	0	0
.2.....8.7.4.....3.1.9.8.5...14.2....7....53.6..7.9..1............594.....51.76..	10.79	454.58	138.23	1	0
..........9.4...5...29.3.....9.7.42....1......86.5.7....76.21.......4..6.4..1....	5.67	257.39	43.12	0	0
..........2.8.7.1.6...2...5..19.87..9.......1......83....5.3....82...34..9.....7.	5.15	308.25	52.43	0	0
....83....73.1....9.2.........7.8.95...46.87..5.........4....2..3.6....87....4.3.	3.87	262.13	61.90	0	0
9..3.6..7..1...58.......3..1...4......59.1.....2...8.....7.8...7...34..6.5.....7.	8.15	267.66	39.30	0	0
6...2...959.....7....5.3..8..9..51..............7.45.....3.8...71.....623.......5	5.85	214.73	37.49	0	0
..5..28....761..9..4..8.3...8.......45.......9.3...4..3.17.9....7.3....2.......1.	13.60	781.52	385.77	1	0
1..........4.5...1.38..9........452..4....3....21....7...67..3....2..6.8.9...3...	23.69	620.20	388.79	1	0
1...5...3..9......83.....9...45.3...............7.21..72.9.1.64..8...3..4...6...5	5.48	312.59	60.07	0	0
.1..7....5..19....2....6.4..93....6....5......7....39.........1....82..74......5.	7.16	259.47	34.89	0	0
2.....1.4..6..5...5..7...3.4...3.6.....1.8.......6..87.7...4..1...5..3....46....8	11.31	370.76	135.04	1	0
.43......5.....8.4.6...2..562.9.8..7..1.3......756....9.....16....3...7........52	19.58	1810.49	596.16	1	0
..7....5......9..2.5.4...83.6...2.9...3...8...1.8...7.64...8.1.7..91.....8....4..	5.89	474.11	133.43	1	0
.6.31..8.8......1......9...1...9.2..3..6..8....8...7.....152.4.726.....9.........	9.75	218.06	49.58	0	0
..7....1.4.6...5...51...826...31.....6.9.2.5....685...2.....4....8.3.9.2.3....6..	6.44	273.90	55.04	0	0
..6..73..4.7.6..5.1......4.5...9.....9.2.1.......4...732......8.7....921..1...6..	6.57	254.37	47.49	0	0
.........38...4.6.....3.879...4......2.79...8915....2.......3....2.7..5..4.568...	5.81	178.98	51.40	0	0
.57...23...........28.3.49..4.8.5.............79.213...........4.5...6.923..9..58	11.30	376.00	168.91	1	0
.5...8.7.2..9....3....5....9..5..1....4...2...351....6....41...6....9..2.7.3...8.	5.40	344.92	102.17	0	0
..1...8...7.619........4...4.7...1.6..2......6.3...5.7...3......9.52..8...5...3..	14.57	301.80	108.28	0	0
4.3...62.....3...75.......13..128....74........86........39.21..4...2........78..	12.84	340.01	87.62	0	0
.673...2..9......41.........8..457....1.9......98...4..2..8..51.....2.7..5...73..	52.81	1419.08	428.62	1	0
2..........61.2.5..5....8.3.4...56....5..19.....89......927.....2..6..87..8....9.	7.88	389.95	84.79	1	0
9..........748....3.15..6.....2..........425.8.53.1.........83.53......62..8.9..7	7.63	425.41	182.29	1	0
...8.3..2....7.8...5..421....9...5.64......9.86..2...15.6..8.............94.1..7.	15.81	1171.50	381.90	1	0
2..........9..2..8....5.9.493.5...............1286......6..3...89......77...2.16.	5.83	258.47	49.58	0	0
.....3....1....59.5....6..78...5...4.4.....2.1...2...66...91..8.81...27....7.....	22.27	1101.47	512.41	1	0
....5.....45...93.7.3...8.1....1.......6.5....38..946.........748......9.6..2..4.	6.91	487.79	290.78	1	0
3...9.......2..91..451....2.......9.23....4......687.5.7....6..8..6.....4....2.89	10.87	439.39	100.57	1	0
.3...75..1.8.29........49..........5.49...61...7.86...8.6.1.7......4.......5.....	4.65	152.57	17.87	0	0
.45..268...9...3....2.8.1...5.8.9.67..4...5............9.5.4.3....6.7....1..3..5.	9.42	1001.45	350.70	1	0
....9..5.65......7..86..3..4..73.....6.1...4.....84..28.5..19..7......85.3..7....	17.88	551.55	234.78	1	0
..854.....31......6..1....32.....5..9......4......8.12...8...3.....748.5..4..5.76	24.22	951.87	485.24	1	0
.5.3...8.9....8....7..5...6.9.2...........8.55841..2...1....97......63..4..5...2.	3.86	282.38	92.30	0	0
.9.........5...6.373.....14....7....3.8..1.....148.2..............2.8..51...5397.	17.56	955.63	390.64	1	0
.5.3.4.1.4.....9....91..43......6......4.2....7....56..65.1..9.3.......5....8.3..	4.29	180.96	23.67	0	0
..5...9...6.159.8...17..3.....2.7.3...........1.8.6.5...46.1....9.38..6...7...8..	4.74	156.33	19.83	0	0
.36.9...............48..725..738.6..6..2.7..8.....9...9.37.68........1.........5.	10.56	568.92	197.20	1	0
..3.9..2.2....3..11.......7...1.....65....1.8.7...5.......8.7.58.......6.49.5....	4.07	248.87	52.06	0	0
...7.....4.9...126.1......49...87......5.2.......6.2.1.....8.4..4....7.9..3..4.85	4.78	247.48	50.14	0	0
...6..7...45...6......2549.2.....3..6.1.8....39.....455..2........3.6..8.26.1....	8.61	313.51	118.27	1	0
.1.7...4...2...3...3..15...3.......2..5...7.6..9..4.8.....8...19....1......32.6..	15.87	157.28	22.14	0	0
.....34...6.....97...986.....6.9.3..9..8.7..1..4...7.....738...75.....32..95.1...	18.23	889.63	432.72	1	0
.9..8...35.46..........164..2.......1.8..5..2..9.4......5....38..3.1..2.7...3....	14.45	939.66	399.32	1	0
2...........9...4.....25..8..81......1....3....684...9.....92..3...5.....67..819.	8.44	425.11	109.86	1	0
..57..43..............3..1..5.4.1..8..4...1..2..9...4.8...7...6...1..7...37..98..	4.83	255.23	39.85	0	0
4.......1.1...3.7...3.4.2..7.85..6....2.........2.73.5..7.9.8...8.6.2.1.9.......4	25.94	1110.82	308.37	1	1
.....1.....27...34......9.7.....951..1.....8..654.....2.7......89....2.....6.4...	14.51	386.84	109.20	1	0
